"Title","Body","Submitted"
"16932","Okay so here's an update from an FW post I submitted back in September (7394, for reference). Palapit na ang finals, and for some reason I am still so fuckin attracted to my classmate that I found super duper cute?? Like wth patapos na yung sem tapos wala naman nangyayari. Bobo lang ako. Now I just kinda hate him because wala tangina gusto ko pa rin siya huhu. I gave up on trying to be halaman altogether, but I also kinda gave up on him at some point kasi sobrang wala kaming common friend circles at common activities except that one class we have together. And I was super obvious with him and got the feel na sinusungitan niya ako ergo di siya interested. Tapos out of nowhere kinausap niya ako after class??!?! As in I know that's nbd pero isipin mo. Isipin mo yung sobrang crush na crush mo isang tao tapos sinungitan ka nila, tapos kumbinsado ka na ayaw na ayaw nila sayo tapos biglang kakausapin ka nila?? Naku kuya mahirap yan. I'm so Maropoque™. Kaya ayan naloka ako all over again. Tumingin ulit ako sa horoscope para lang may reference ako of some sort na kung type ba ng sign niya yung girl yung magmamake ng first move?? Honestly sobrang bobo ko lang. Like, am I really gonna base my actions on his natal chart? Tbh probably but sobrang ???  Apparently his sign will try anything once, so I was kinda banking on that?? But ayun, recently, I decided okay fine- I'll ask him out. Fuck it. I'm gonna do it. What's the worst that could happen? I've been rejected several times before. I can handle it.  And I started telling people na parang okay I'm gonna do it, kahit na sobrang mukhang cannot be, susubukan ko kasi I will never know for sure. After asking for some advice, I figured sige I can build up talking to him for a few times muna after class before really asking him out, kahit one meeting lang. So ayun hinahype ko sarili ko, kakausapin ko siya after class.  Ito na. Ito na. Tapos alam mo yung sa movies, yung hahabulin na ng main character yung gusto nila tapos biglang pag nag-pan na yung camera may kasamang iba AGOYYYYYY There was a girl waiting for him na, and they walked together. And like ang sakit mga pare bro. As in feel ko naman tropa lang sila pero alam mo yung sobrang naramdaman ko lang lalo na magka-ibang mundo kami and sobrang longshot talaga. And parang he has enough girls around him, and hindi kami same crowd, so di rin ako tugma sa personality ng mga girls that he usually hangs around.  But also for some reason parang this is the third time since freshman year na I've seen this same girl with a guy I like and parang ate girl tulong how?? Tapos ex ata siya ng orsem crush ko, so wow an extra oof. Oof lang talaga.","November 22, 2018 2:33:55 AM +08"
"16931","Spent the past months feuding with two friends. Met both separately in different stages of my life. Each of them was there for me growing up. Hope I was able to help them in some way too.

We all knew each other, but I felt the two of them were on the same side against me after shit hit the fan. Two of them were best friends from way back, even before I became friends with either one of them. I only came along much later (and even became friends with them individually), and three of us have only ever hung out all together twice. Below is me, whenever I imagine losing you both, with you two avoiding me as if I were some fucking Nazi rapist pedophile scum who does not deserve to live. Really wish we can all be friends. I want you to know I love you both; painful as it is thinking you both might still hate my guts.","November 22, 2018 1:46:35 AM +08"
"16930","What is it in the system allows its students to feel depressed? suicidal? be in a constant state of poor mental health? There's a certain degree of challenge that students need but does it have to reach the point of sacrificing one's mental health for grades and staying in college?

This semester has been way too hard for so many people, wish it could end. Please take care of yourselves.","November 22, 2018 1:24:07 AM +08"
"16929","""Friendship >>>> Relationship""

Paulit ulit ko nang sinasabi sa sarili ko to pero gago gusto parin kita ba't ba ganto","November 22, 2018 1:18:13 AM +08"
"16928","Can someone please explain wtf is going on with the frats in UP???? Ang supot ng ateneo walang frat e","November 22, 2018 1"
"16927","The other day, my friend asked me who was the best person I've met so far during my first year of college and I don't know why but I just blurted out: Kuya Resty from Faura

Yo that guard is heckin solid dude so if you have classes there or you're just passing by Faura, make sure you greet him cause he'll surely greet you with the usual ""Hi Ma'am/Sir!"" Just an appreciation post for all the guards arounds campus because they really do care about you! P.S. He gives solid advice and he has this super duper kuwentuhan buddy vibe wah pls protect this man","November 22, 2018 12:49:04 AM +08"
"16926","Hello ""engejowa!!!"" :) Are you still looking for a jowa?","November 22, 2018 12"
"16925","Everybody has a story behind that cigarette that they smoke. Some people smoke because they think its cool, some people smoke because its part of their routine, but the reason i smoke is because of a girl. A girl whom i love so much it hurts, the urge to see and talk to her is always there. The smile from her angelic face never fails to make me feel loved. But of course where there is light, there is darkness ; it hurts when you feel no comfort from anyone. When the love of your life is no longer yours you feel like nothing matters. She doesnt even care about what you do anymore, she hurt you like you were no one to her. Also Imagine getting betrayed by your friends when you treated them like family yeah that happened to me too. I would even die for them or even help them hide a dead body if they needed me to. Everything hurts to the point you’re numb and you don’t even know yourself anymore. Sometimes you just dont know eho to trust and lean on. That is where my cigarette comes in, it comforts me whenever i feel alone and unwanted. It just makes you forget about the problems that you have as if it comes with the smoke that you release from between your lips. So guys whenever you see a smoker just ask him/her about his/her life dont judge him or her right away because you never know the story behind that burnt cigarette.","November 22, 2018 12:41:33 AM +08"
"16924","fk maraming cuties sa flc class ko","November 22, 2018 12"
"16923","#ADMUFreedomWall16917
Hi bud. We're in the same boat. My best friend and I are partners of a girl who we're very lucky to have. Unfortunately I'm not the official partner since my bestie is clingy af and they're the couple that our friends see often. It really can't be helped in our case and it frustrates us to no end but I'm kinda timing it before I come out to my friends. Even if they won't understand at least I tried, right? We both love her and I want to be able to say it without being afraid. Any tips from polyam fam is welcome.","November 22, 2018 12:25:29 AM +08"
"16922","RIP DLSU FW","November 22, 2018 12:2"
"16921","I'm in love with my roommate but he is straight and that is just sad.","November 22, 2018 12"
"16920","pupunta ako sa buybust para manood at para makita ko crush ko sa LFC hehe","November 22, 2018 12"
"16919","waitt there's a minor in humanitarian action in ateneo??!?!","November 21, 2018 11"
"16918","To the guy na kumuha ng bath essentials ko sa ud cr tangina sana maging mabango ka and maging soft hair mo pakyu ka","November 21, 2018 11"
"16917","I'm seriously hoping polyamory becomes valid and not seen as weird or cheating or being not decisive because as much as my partners want to come out, they're scared of what their friends will say (we're all from trad families so it's not an option to come out to them). It's hard too since I also know they don't wanna hide our relationship either.","November 21, 2018 11"
"16916","I THINK I HAVE A HAPPY CRUSH ON THIS GIRL fml she has a boyfriend but whatever it's just a happy crush","November 21, 2018 11"
"16915","I stan ate security guard sa ID scanning sa New Rizal Library!!! I love how she would try to brighten your day in the morning by greeting you 'Good Morning'. You are a blessing to many of us here :)","November 21, 2018 11"
"16914","We live in a society

where being average is the new notion of failure, and being extraordinary is the new notion of success. But if everyone ought to be extraordinary, no one will be. And what's so wrong with being average anyway? Why do so many people look down on it? Seriously, our perspective on life is askew. I am in dismay. -average sophie with perfectionist parents","November 21, 2018 11:21:21 PM +08"
"16913","Tuwing pasko:

ASAN NA MGA NINONG AT NINANG KO KASAMA ANG PERA KO","November 21, 2018 11:16:17 PM +08"
"16912","sometimes i'm like Wow I'm So Stable and have No Turbulent Feelings Whatsoever and then suddenly i plunge head first into Absolute Misery and Want To Die","November 21, 2018 11"
"16911","The guy I love went back to his hometown because the stress was getting to him and people started making it hard for him to go to school. It's getting to me too and the only thing I could want right now is to go after him and tell him what he needed to hear before he left and remind of the love he clearly deserves","November 21, 2018 11"
"16910","I'm really curious, is Carrie worth the pay? Why and why not? Please be honest :(","November 21, 2018 10"
"16909","THIS HAPPENS EVERY TIME!!! I love you guys but please stop seizing my mints thx :)","November 21, 2018 10"
"16908","sat next crushie today and they smell really nice can you like stop","November 21, 2018 10"
"16907","When your mom makes you pizza rolls 😐
.
And then they're done 😍😍😍👌👌👌👌👌👏👏👏👏👏👏😭😭😭😭👏👏👏💯💯💯💯💯💯💯😂😂😂😂😂😂😂🤓🤓🤓","November 21, 2018 10:16:20 PM +08"
"16906","Iba pa rin talaga kapag ginamit ka lang for their personal growth","November 21, 2018 10"
